movie_id,primary_title,start_year,runtime_minutes,genres,averagerating,numvotes,studio,domestic_gross_x,foreign_gross,production_budget,worldwide_gross,release_date
tt4244998,alpha,2018,96.0,"Adventure,Drama,Family",6.7,41882,Studio 8,35900000.0,62300000.0,51000000.0,99624873.0,2018-08-17
tt2125435,beasts of the southern wild,2012,93.0,"Adventure,Drama,Fantasy",7.3,77440,FoxS,12800000.0,8300000.0,1800000.0,23265132.0,2012-06-27
tt2125681,truth or dare,2013,85.0,"Horror,Romance,Thriller",6.0,14,Uni.,41400000.0,53900000.0,3500000.0,95127344.0,2018-04-13
tt2321661,truth or dare,2012,100.0,"Comedy,Romance",5.0,10,Uni.,41400000.0,53900000.0,3500000.0,95127344.0,2018-04-13
tt2762738,truth or dare,2013,84.0,"Horror,Thriller",4.8,554,Uni.,41400000.0,53900000.0,3500000.0,95127344.0,2018-04-13
tt5944422,truth or dare,2016,90.0,"Drama,Romance",6.8,12,Uni.,41400000.0,53900000.0,3500000.0,95127344.0,2018-04-13
tt6772950,truth or dare,2018,100.0,"Horror,Thriller",5.2,33621,Uni.,41400000.0,53900000.0,3500000.0,95127344.0,2018-04-13
tt2126355,san andreas,2015,114.0,"Action,Adventure,Drama",6.1,192750,WB (NL),155200000.0,318800000.0,110000000.0,456258539.0,2015-05-29
tt2126357,second act,2018,103.0,"Comedy,Drama,Romance",5.8,13109,STX,39300000.0,33000000.0,15700000.0,63288854.0,2018-12-21
tt2140373,saving mr. banks,2013,125.0,"Biography,Comedy,Drama",7.5,140678,BV,83300000.0,34600000.0,35000000.0,114962525.0,2013-12-13
tt2140379,self/less,2015,117.0,"Action,Mystery,Sci-Fi",6.5,80743,Focus,12300000.0,18200000.0,26000000.0,33667319.0,2015-07-10
tt2140479,the accountant,2016,128.0,"Action,Crime,Drama",7.3,233022,WB,86300000.0,68900000.0,40000000.0,152962083.0,2016-10-14
tt2159988,the walk,2015,89.0,"Crime,Thriller",6.8,126,TriS,10100000.0,51000000.0,35000000.0,61492104.0,2015-09-30
tt3488710,the walk,2015,123.0,"Adventure,Biography,Drama",7.3,109714,TriS,10100000.0,51000000.0,35000000.0,61492104.0,2015-09-30
tt2170439,horrible bosses 2,2014,108.0,"Comedy,Crime",6.3,144442,WB,54400000.0,53200000.0,40000000.0,105945357.0,2014-11-26
tt2170593,st. vincent,2014,102.0,"Comedy,Drama",7.3,89372,Wein.,44100000.0,10700000.0,13000000.0,54837234.0,2014-10-10
tt2172934,3 days to kill,2014,117.0,"Action,Drama,Thriller",6.2,81681,Rela.,30700000.0,21900000.0,28000000.0,38959900.0,2014-02-21
tt2172935,metallica through the never,2013,93.0,Music,7.2,15592,PH,3400000.0,4600000.0,18000000.0,9082906.0,2013-09-27
tt2177771,the monuments men,2014,118.0,"Comedy,Drama,History",6.1,117638,Sony,78000000.0,77000000.0,70000000.0,158702748.0,2014-02-07
tt2179136,american sniper,2014,133.0,"Action,Biography,Drama",7.3,401915,WB,350100000.0,197300000.0,58000000.0,547326372.0,2014-12-25
tt2180411,into the woods,2014,125.0,"Adventure,Comedy,Drama",6.0,123577,BV,128000000.0,85100000.0,56200000.0,213116401.0,2014-12-25
tt2191715,into the woods,2011,87.0,"Comedy,Musical",7.8,33,BV,128000000.0,85100000.0,56200000.0,213116401.0,2014-12-25
tt2201083,into the woods,2012,87.0,Thriller,2.6,167,BV,128000000.0,85100000.0,56200000.0,213116401.0,2014-12-25
tt2183034,earth to echo,2014,91.0,"Adventure,Family,Sci-Fi",5.8,17627,Rela.,38900000.0,6400000.0,13000000.0,42174545.0,2014-07-02
tt2184339,the purge,2013,85.0,"Horror,Thriller",5.7,183549,Uni.,64500000.0,24900000.0,3000000.0,91266581.0,2013-06-07
tt2191701,grown ups 2,2013,101.0,Comedy,5.4,128500,Sony,133699999.0,113300000.0,80000000.0,247023808.0,2013-07-12
tt2193215,the counselor,2013,117.0,"Crime,Drama,Thriller",5.3,92096,Fox,17000000.0,54000000.0,25000000.0,71009334.0,2013-10-25
tt2194499,about time,2013,123.0,"Comedy,Drama,Fantasy",7.8,263136,Uni.,15300000.0,71800000.0,12000000.0,89309178.0,2013-11-01
tt2199571,run all night,2015,114.0,"Action,Drama,Thriller",6.6,94131,WB,26500000.0,45200000.0,50000000.0,66961644.0,2015-03-13
tt2202408,transcendence,2012,98.0,Drama,6.1,22,WB,23000000.0,80000000.0,100000000.0,103039258.0,2014-04-18
tt2209764,transcendence,2014,119.0,"Action,Drama,Sci-Fi",6.3,204481,WB,23000000.0,80000000.0,100000000.0,103039258.0,2014-04-18
tt2203939,the other woman,2014,109.0,"Comedy,Romance",6.0,122889,IFC,25400.0,427000.0,40000000.0,195111193.0,2014-04-25
tt2209418,before midnight,2013,109.0,"Drama,Romance",7.9,123107,SPC,8100000.0,3100000.0,3000000.0,23251930.0,2013-05-24
tt2215719,katy perry: part of me,2012,93.0,"Documentary,Music",5.9,13034,Par.,25300000.0,7400000.0,12000000.0,32700439.0,2012-07-05
tt2223990,draft day,2014,110.0,"Drama,Sport",6.8,48812,LG/S,28800000.0,620000.0,25000000.0,29847480.0,2014-04-11
tt2229499,don jon,2013,90.0,"Comedy,Drama,Romance",6.6,216350,Rela.,24500000.0,6000000.0,5500000.0,41268579.0,2013-09-27
tt2233624,kin,2012,45.0,"Drama,Music",8.6,46,LGF,5700000.0,4300000.0,30000000.0,10096821.0,2018-08-31
tt6017942,kin,2018,102.0,"Action,Drama,Sci-Fi",5.7,9048,LGF,5700000.0,4300000.0,30000000.0,10096821.0,2018-08-31
tt2234155,the internship,2013,119.0,Comedy,6.3,179817,Fox,44700000.0,48800000.0,58000000.0,93672764.0,2013-06-07
tt2239822,valerian and the city of a thousand planets,2017,137.0,"Action,Adventure,Fantasy",6.5,139792,STX,41200000.0,184700000.0,180000000.0,215098356.0,2017-07-21
tt2239832,think like a man too,2014,106.0,"Comedy,Romance",5.8,18533,SGem,65200000.0,5000000.0,24000000.0,70027933.0,2014-06-20
tt2241351,money monster,2016,98.0,"Crime,Drama,Thriller",6.5,86607,TriS,41000000.0,52300000.0,27000000.0,93466095.0,2016-05-13
tt2243537,a haunted house,2013,86.0,"Comedy,Fantasy",5.1,40308,ORF,40000000.0,20100000.0,2500000.0,59922558.0,2013-01-11
tt2245084,big hero 6,2014,102.0,"Action,Adventure,Animation",7.8,371204,BV,222500000.0,435300000.0,165000000.0,652127828.0,2014-11-07
tt2250912,spider-man: homecoming,2017,133.0,"Action,Adventure,Sci-Fi",7.5,426302,Sony,334200000.0,546000000.0,175000000.0,880166350.0,2017-07-07
tt2262282,the founder,2012,108.0,"Comedy,Sci-Fi",5.9,33,Wein.,12800000.0,11300000.0,15000000.0,24403192.0,2017-01-20
tt4276820,the founder,2016,115.0,"Biography,Drama,History",7.2,97841,Wein.,12800000.0,11300000.0,15000000.0,24403192.0,2017-01-20
tt2267968,kung fu panda 3,2016,95.0,"Action,Adventure,Animation",7.1,116166,Fox,143500000.0,377600000.0,140000000.0,517599142.0,2016-01-29
tt2267998,gone girl,2014,149.0,"Drama,Mystery,Thriller",8.1,761592,Fox,167800000.0,201600000.0,61000000.0,368567189.0,2014-10-03
tt2268016,magic mike xxl,2015,115.0,"Comedy,Drama,Music",5.6,48497,WB,66000000.0,56500000.0,14500000.0,123660597.0,2015-07-01
tt2277860,finding dory,2016,97.0,"Adventure,Animation,Comedy",7.3,213542,BV,486300000.0,542300000.0,200000000.0,1021215193.0,2016-06-17
tt2278388,the grand budapest hotel,2014,99.0,"Adventure,Comedy,Crime",8.1,633604,FoxS,59300000.0,115500000.0,31000000.0,163981261.0,2014-03-07
tt2279339,love the coopers,2015,107.0,"Comedy,Fantasy,Romance",5.8,18018,LGF,26300000.0,16100000.0,18000000.0,42227490.0,2015-11-13
tt2279373,the spongebob movie: sponge out of water,2015,92.0,"Adventure,Animation,Comedy",6.0,43560,Par.,163000000.0,162200000.0,74000000.0,311013181.0,2015-02-06
tt2281587,muppets most wanted,2014,107.0,"Adventure,Comedy,Crime",6.4,29018,BV,51200000.0,29200000.0,55000000.0,79312301.0,2014-03-21
tt2283362,jumanji: welcome to the jungle,2017,119.0,"Action,Adventure,Comedy",7.0,242735,Sony,404500000.0,557600000.0,90000000.0,964496193.0,2017-12-20
tt2293640,minions,2015,91.0,"Adventure,Animation,Comedy",6.4,193917,Uni.,336000000.0,823400000.0,74000000.0,1160336173.0,2015-07-10
tt2294449,22 jump street,2014,112.0,"Action,Comedy,Crime",7.0,319504,Sony,191700000.0,139600000.0,50000000.0,331333876.0,2014-06-13
tt2296777,sherlock gnomes,2018,86.0,"Adventure,Animation,Comedy",5.1,8030,Par.,43200000.0,47100000.0,59000000.0,87527651.0,2018-03-23
tt2302755,olympus has fallen,2013,119.0,"Action,Thriller",6.5,235443,FD,98900000.0,71300000.0,70000000.0,172878928.0,2013-03-22
tt2304771,mandela: long walk to freedom,2013,141.0,"Biography,Drama,History",7.1,25027,Wein.,8300000.0,19000000.0,35000000.0,29890402.0,2013-11-29
tt2304933,the 5th wave,2016,112.0,"Action,Adventure,Drama",5.2,90788,Sony,34900000.0,75000000.0,38000000.0,111336398.0,2016-01-22
tt2309260,the gallows,2015,81.0,"Horror,Mystery,Thriller",4.2,17763,WB (NL),22800000.0,20200000.0,100000.0,41656474.0,2015-07-10
tt2310332,the hobbit: the battle of the five armies,2014,144.0,"Adventure,Fantasy",7.4,438621,WB (NL),255100000.0,700900000.0,250000000.0,945577621.0,2014-12-17
tt2312718,homefront,2013,100.0,"Action,Thriller",6.5,98549,ORF,20200000.0,22900000.0,22000000.0,51695362.0,2013-11-27
tt2558484,homefront,2013,111.0,Drama,7.7,17,ORF,20200000.0,22900000.0,22000000.0,51695362.0,2013-11-27
tt2316204,alien: covenant,2017,122.0,"Horror,Sci-Fi,Thriller",6.4,226920,Fox,74300000.0,166600000.0,97000000.0,238521247.0,2017-05-19
tt2321549,the babadook,2014,94.0,"Drama,Horror",6.8,171411,IFC,964000.0,9300000.0,2000000.0,7482387.0,2014-11-28
tt2322441,fifty shades of grey,2015,125.0,"Drama,Romance,Thriller",4.1,279126,Uni.,166200000.0,404800000.0,40000000.0,570998101.0,2015-02-13
tt2333784,the expendables 3,2014,126.0,"Action,Adventure,Thriller",6.1,156432,LGF,39300000.0,175300000.0,100000000.0,209461378.0,2014-08-15
tt2334649,fruitvale station,2013,85.0,"Biography,Drama,Romance",7.5,68187,Wein.,16100000.0,1300000.0,900000.0,17549645.0,2013-07-12
tt2334873,blue jasmine,2013,98.0,Drama,7.3,179453,SPC,33400000.0,64099999.0,18000000.0,102912961.0,2013-07-26
tt2334879,white house down,2013,131.0,"Action,Drama,Thriller",6.4,191791,Sony,73100000.0,132300000.0,150000000.0,205440387.0,2013-06-28
tt2345737,the rover,2014,103.0,"Action,Crime,Drama",6.4,40576,A24,1100000.0,2100000.0,8500000.0,3180252.0,2014-06-13
tt2357129,jobs,2013,128.0,"Biography,Drama",5.9,88788,ORF,16100000.0,19800000.0,18000000.0,43402515.0,2013-08-16
tt2357291,rio 2,2014,101.0,"Adventure,Animation,Comedy",6.3,72209,Fox,131500000.0,368600000.0,130000000.0,492846291.0,2014-04-11
tt2358925,unfinished business,2015,91.0,"Comedy,Drama",5.4,29004,Fox,10200000.0,4200000.0,35000000.0,13214051.0,2015-03-06
tt4998626,unfinished business,2016,87.0,Horror,7.2,8,Fox,10200000.0,4200000.0,35000000.0,13214051.0,2015-03-06
tt2361317,live by night,2016,129.0,"Action,Crime,Drama",6.4,47243,WB,10400000.0,12300000.0,65000000.0,21774432.0,2016-12-25
tt2364841,runner runner,2013,88.0,"Crime,Thriller",5.6,58235,Fox,19300000.0,43400000.0,30000000.0,60512680.0,2013-10-04
tt2369135,need for speed,2014,132.0,"Action,Crime,Thriller",6.5,154909,BV,43600000.0,159700000.0,66000000.0,194169619.0,2014-03-14
tt2377322,deliver us from evil,2014,118.0,"Horror,Mystery,Thriller",6.2,63793,SGem,30600000.0,57400000.0,30000000.0,87956618.0,2014-07-02
tt2379713,spectre,2015,148.0,"Action,Adventure,Thriller",6.8,352504,Sony,200100000.0,680600000.0,300000000.0,879620923.0,2015-11-06
tt2380307,coco,2017,105.0,"Adventure,Animation,Comedy",8.4,277194,BV,209700000.0,597400000.0,175000000.0,798008101.0,2017-11-22
tt7002100,coco,2017,98.0,Horror,7.4,35,BV,209700000.0,597400000.0,175000000.0,798008101.0,2017-11-22
tt2381111,brooklyn,2015,117.0,"Drama,Romance",7.5,117021,FoxS,38300000.0,23800000.0,11000000.0,62076141.0,2015-11-04
tt3184798,brooklyn,2014,83.0,"Drama,Music,Musical",6.4,51,FoxS,38300000.0,23800000.0,11000000.0,62076141.0,2015-11-04
tt2387433,dark skies,2013,97.0,"Horror,Sci-Fi,Thriller",6.3,65754,W/Dim.,17400000.0,9000000.0,3500000.0,27704111.0,2013-02-22
tt2387559,delivery man,2013,105.0,"Comedy,Drama",6.4,70706,BV,30700000.0,19300000.0,22000000.0,70536870.0,2013-11-22
tt2387589,the girl on the train,2013,80.0,Thriller,4.4,819,Strand,208000.0,97100.0,45000000.0,174278214.0,2016-10-07
tt3631112,the girl on the train,2016,112.0,"Crime,Drama,Mystery",6.5,150977,Strand,208000.0,97100.0,45000000.0,174278214.0,2016-10-07
tt2388637,ain't them bodies saints,2013,96.0,"Crime,Drama,Romance",6.4,19464,IFC,397000.0,635000.0,5000000.0,1075009.0,2013-08-16
tt2388715,oculus,2013,104.0,"Horror,Mystery",6.5,106906,Rela.,27700000.0,16300000.0,5000000.0,44115496.0,2014-04-11
tt2390361,enough said,2013,93.0,"Comedy,Drama,Romance",7.0,55698,FoxS,17600000.0,7700000.0,8000000.0,25621449.0,2013-09-18
tt2395427,avengers: age of ultron,2015,141.0,"Action,Adventure,Sci-Fi",7.3,665594,BV,459000000.0,946400000.0,330600000.0,1403013963.0,2015-05-01
tt2398241,smurfs: the lost village,2017,90.0,"Adventure,Animation,Comedy",6.0,15612,Sony,45000000.0,152200000.0,60000000.0,197578586.0,2017-04-07
tt2401878,anomalisa,2015,90.0,"Animation,Comedy,Drama",7.3,58010,Par.,3800000.0,1900000.0,8000000.0,5706168.0,2015-12-30
tt2402157,the november man,2014,108.0,"Action,Crime,Thriller",6.3,59293,Rela.,25000000.0,7500000.0,15000000.0,34820335.0,2014-08-27
tt2402927,carol,2015,118.0,"Drama,Romance",7.2,100680,Wein.,12700000.0,27600000.0,11800000.0,42843521.0,2015-11-20
tt2404233,gods of egypt,2016,127.0,"Action,Adventure,Fantasy",5.4,95111,LG/S,31200000.0,119500000.0,140000000.0,138836756.0,2016-02-26
tt2404425,woman in gold,2015,109.0,"Biography,Drama,History",7.3,48501,Wein.,33299999.0,28300000.0,11000000.0,58586407.0,2015-04-01
tt2404463,the heat,2013,117.0,"Action,Comedy,Crime",6.6,153501,Fox,159600000.0,70300000.0,43000000.0,229727774.0,2013-06-28
tt2406566,atomic blonde,2017,115.0,"Action,Mystery,Thriller",6.7,150407,Focus,51700000.0,48300000.0,30000000.0,98345423.0,2017-07-28
tt2408090,adrift,2012,65.0,Drama,6.0,6,STX,31400000.0,28500000.0,35000000.0,57897191.0,2018-06-01
tt6306064,adrift,2018,96.0,"Action,Adventure,Biography",6.6,34115,STX,31400000.0,28500000.0,35000000.0,57897191.0,2018-06-01
tt2431286,philomena,2013,98.0,"Biography,Comedy,Drama",7.6,88704,Wein.,37700000.0,62400000.0,12000000.0,98963392.0,2013-11-22
tt2436386,project almanac,2015,106.0,"Drama,Mystery,Sci-Fi",6.4,71500,Par.,22300000.0,10900000.0,12000000.0,32909437.0,2015-01-30
tt2446042,taken 3,2014,108.0,"Action,Thriller",6.0,165072,Fox,89300000.0,237200000.0,48000000.0,327656424.0,2015-01-09
tt2452042,the peanuts movie,2015,88.0,"Adventure,Animation,Comedy",7.1,39149,Fox,130199999.0,116100000.0,99000000.0,250091610.0,2015-11-06
tt2465146,and so it goes,2014,94.0,"Comedy,Drama,Romance",5.8,11597,CE,15200000.0,10200000.0,18000000.0,17920013.0,2014-07-25
tt2473510,paranormal activity: the ghost dimension,2015,88.0,"Horror,Mystery,Thriller",4.6,22361,Par.,18300000.0,60600000.0,10000000.0,77959374.0,2015-10-23
tt2473602,get on up,2014,139.0,"Biography,Drama,Music",6.9,19024,Uni.,30700000.0,2700000.0,30000000.0,33339868.0,2014-08-01
tt2473682,paranormal activity: the marked ones,2014,84.0,"Horror,Mystery,Thriller",5.0,37147,Par.,32500000.0,58400000.0,5000000.0,90904854.0,2014-01-03
tt2473794,mr. turner,2014,150.0,"Biography,Drama,History",6.8,22661,SPC,4000000.0,18200000.0,14000000.0,25187026.0,2014-12-19
tt2495212,loving,2012,105.0,"Drama,Romance",7.1,257,Focus,7800000.0,5200000.0,9000000.0,12898064.0,2016-11-04
tt4669986,loving,2016,123.0,"Biography,Drama,Romance",7.0,28079,Focus,7800000.0,5200000.0,9000000.0,12898064.0,2016-11-04
tt5479616,loving,2017,105.0,"Drama,Romance",5.3,2530,Focus,7800000.0,5200000.0,9000000.0,12898064.0,2016-11-04
tt2503944,burnt,2015,101.0,"Comedy,Drama",6.6,95988,Wein.,13700000.0,23000000.0,20000000.0,36773510.0,2015-10-30
tt2510894,hotel transylvania 2,2015,89.0,"Animation,Comedy,Family",6.7,92905,Sony,169700000.0,305100000.0,80000000.0,469500298.0,2015-09-25
tt2515030,escobar: paradise lost,2014,120.0,"Crime,Drama,History",6.5,19419,RTWC,196000.0,3600000.0,17000000.0,3917679.0,2015-06-26
tt2515034,the gunman,2015,115.0,"Action,Crime,Drama",5.8,36053,ORF,10700000.0,13500000.0,40000000.0,18594227.0,2015-03-20
tt2515086,one direction: this is us,2013,92.0,"Documentary,Music",4.2,22977,TriS,28900000.0,39700000.0,10000000.0,68541786.0,2013-08-30
tt2531344,blockers,2018,102.0,Comedy,6.2,57142,Uni.,60300000.0,33700000.0,21000000.0,94045328.0,2018-04-06
tt2543164,arrival,2016,116.0,"Drama,Mystery,Sci-Fi",7.9,515483,Par.,100500000.0,102800000.0,47000000.0,203127894.0,2016-11-11
tt2543472,wonder,2017,113.0,"Drama,Family",8.0,111632,LGF,132400000.0,173500000.0,20000000.0,304604712.0,2017-11-17
tt2547584,the light between oceans,2016,133.0,"Drama,Romance",7.2,46247,BV,12500000.0,13400000.0,20000000.0,22281732.0,2016-09-02
tt2554274,crimson peak,2015,119.0,"Drama,Fantasy,Horror",6.5,119287,Uni.,31100000.0,43600000.0,55000000.0,74966854.0,2015-10-16
tt2555736,the second best exotic marigold hotel,2015,122.0,"Comedy,Drama",6.6,28931,FoxS,33100000.0,52900000.0,10000000.0,90384306.0,2015-03-06
tt2557490,a million ways to die in the west,2014,116.0,"Comedy,Western",6.1,160534,Uni.,43100000.0,44100000.0,40000000.0,86778557.0,2014-05-30
tt2561572,get hard,2015,100.0,"Comedy,Crime",6.0,111187,WB,90400000.0,21400000.0,40000000.0,106511453.0,2015-03-27
tt2567026,alice through the looking glass,2016,113.0,"Adventure,Family,Fantasy",6.2,79951,BV,77000000.0,222400000.0,170000000.0,276928112.0,2016-05-27
tt2582496,me and earl and the dying girl,2015,105.0,"Comedy,Drama,Romance",7.8,112627,FoxS,6800000.0,2300000.0,8000000.0,9266180.0,2015-06-12
tt2582500,shut in,2016,91.0,"Drama,Mystery,Thriller",4.7,11030,EC,6900000.0,6200000.0,10000000.0,11360665.0,2016-11-11
tt2582782,hell or high water,2016,102.0,"Action,Crime,Drama",7.6,176469,LGF,27000000.0,10900000.0,12000000.0,37584304.0,2016-08-12
tt2582802,whiplash,2014,106.0,"Drama,Music",8.5,616916,SPC,13100000.0,35900000.0,3300000.0,38969037.0,2014-10-10
tt2582846,the fault in our stars,2014,126.0,"Drama,Romance",7.7,315135,Fox,124900000.0,182300000.0,12000000.0,307166834.0,2014-06-06
tt2592614,resident evil: the final chapter,2016,107.0,"Action,Horror,Sci-Fi",5.6,74979,SGem,26800000.0,285400000.0,40000000.0,314101190.0,2017-01-27
tt2609912,kevin hart: let me explain,2013,75.0,"Comedy,Documentary",6.8,7880,LG/S,32200000.0,74000.0,2500000.0,32327255.0,2013-07-03
tt2627798,the last station,2011,87.0,Drama,3.8,6,SPC,6600000.0,6900000.0,18000000.0,15696146.0,2010-01-15
tt3436064,the last station,2012,90.0,Documentary,7.6,10,SPC,6600000.0,6900000.0,18000000.0,15696146.0,2010-01-15
tt2637276,ted 2,2015,115.0,Comedy,6.3,165843,Uni.,81500000.0,135200000.0,68000000.0,217214143.0,2015-06-26
tt2637294,hot tub time machine 2,2015,93.0,"Comedy,Mystery,Sci-Fi",5.1,34444,Par.,12300000.0,767000.0,14000000.0,12826644.0,2015-02-20
tt2649554,midnight special,2016,112.0,"Action,Drama,Mystery",6.6,67921,WB,3700000.0,2500000.0,18000000.0,7680250.0,2016-03-18
tt2650286,sultan,2012,87.0,"Drama,Romance",4.5,56,Yash,6200000.0,81100000.0,11000000.0,72989781.0,2016-07-06
tt4832640,sultan,2016,170.0,"Action,Drama,Sport",7.1,33371,Yash,6200000.0,81100000.0,11000000.0,72989781.0,2016-07-06
tt2660118,split,2016,90.0,"Comedy,Romance,Sport",2.9,557,Uni.,138300000.0,140200000.0,5000000.0,278964806.0,2017-01-20
tt3315656,split,2016,127.0,"Drama,Fantasy",3.6,380,Uni.,138300000.0,140200000.0,5000000.0,278964806.0,2017-01-20
tt3604256,split,2016,87.0,Crime,6.8,5,Uni.,138300000.0,140200000.0,5000000.0,278964806.0,2017-01-20
tt4972582,split,2016,117.0,"Horror,Thriller",7.3,358543,Uni.,138300000.0,140200000.0,5000000.0,278964806.0,2017-01-20
tt5495666,split,2016,80.0,Drama,7.0,21,Uni.,138300000.0,140200000.0,5000000.0,278964806.0,2017-01-20
tt6147768,split,2016,123.0,"Action,Drama,Sport",5.4,189,Uni.,138300000.0,140200000.0,5000000.0,278964806.0,2017-01-20
tt2660888,star trek beyond,2016,122.0,"Action,Adventure,Sci-Fi",7.1,209844,Par.,158800000.0,184600000.0,185000000.0,335802233.0,2016-07-22
tt2671706,fences,2016,139.0,Drama,7.2,86749,Par.,57700000.0,6700000.0,24000000.0,64282881.0,2016-12-16
tt2674426,me before you,2016,106.0,"Drama,Romance",7.4,174567,WB (NL),56200000.0,152100000.0,20000000.0,208265198.0,2016-06-03
tt2679042,hitman: agent 47,2015,96.0,"Action,Adventure,Crime",5.7,80510,Fox,22500000.0,59900000.0,35000000.0,82182803.0,2015-08-21
tt2690138,the d train,2015,101.0,"Comedy,Drama",5.0,10066,IFC,673000.0,102000.0,3000000.0,772366.0,2015-05-08
tt2692250,night at the museum: secret of the tomb,2014,98.0,"Adventure,Comedy,Family",6.2,93103,Fox,113700000.0,249500000.0,127000000.0,353756621.0,2014-12-19
tt2702724,the boss,2016,99.0,Comedy,5.4,39096,Uni.,63300000.0,15600000.0,29000000.0,78652207.0,2016-04-08
tt2704998,game night,2018,100.0,"Action,Comedy,Crime",7.0,163279,WB (NL),69200000.0,48500000.0,37000000.0,117378084.0,2018-02-23
tt2709768,the secret life of pets,2016,87.0,"Adventure,Animation,Comedy",6.5,161997,Uni.,368400000.0,507100000.0,75000000.0,886750534.0,2016-07-08
tt2717822,blackhat,2015,133.0,"Action,Crime,Thriller",5.4,48427,Uni.,8000000.0,11600000.0,70000000.0,19665004.0,2015-01-16
tt2726560,the longest ride,2015,123.0,"Drama,Romance",7.1,70327,Fox,37400000.0,25500000.0,34000000.0,63802928.0,2015-04-10
tt2752758,devil's due,2014,89.0,"Horror,Mystery,Thriller",4.1,15502,Fox,15800000.0,21100000.0,7000000.0,36146087.0,2014-01-17
tt2752772,sinister 2,2015,97.0,"Horror,Mystery,Thriller",5.3,41782,Focus,27700000.0,25100000.0,10000000.0,54104225.0,2015-08-21
tt2771372,veronica mars,2014,107.0,"Crime,Drama,Mystery",6.8,46751,WB,3300000.0,195000.0,6000000.0,3485383.0,2014-03-14
tt2784678,top five,2014,102.0,"Comedy,Romance",6.4,24744,Par.,25300000.0,800000.0,12000000.0,26001741.0,2014-12-12
tt2802144,kingsman: the secret service,2014,129.0,"Action,Adventure,Comedy",7.7,544510,Fox,128300000.0,286100000.0,94000000.0,404561724.0,2015-02-13
tt2823054,mike and dave need wedding dates,2016,98.0,"Adventure,Comedy,Romance",6.0,74849,Fox,46000000.0,31100000.0,33000000.0,75898100.0,2016-07-08
tt2828996,a haunted house 2,2014,86.0,"Comedy,Fantasy",4.7,18085,ORF,17300000.0,6600000.0,4000000.0,21206861.0,2014-04-18
tt2848292,pitch perfect 2,2015,115.0,"Comedy,Music",6.4,130692,Uni.,184300000.0,103200000.0,29000000.0,287625468.0,2015-05-15
tt2869728,ride along 2,2016,102.0,"Action,Comedy,Crime",5.9,48688,Uni.,91200000.0,33400000.0,40000000.0,124827316.0,2016-01-15
tt2870708,wish i was here,2014,106.0,"Comedy,Drama",6.7,34907,Focus,3600000.0,1900000.0,6000000.0,6591365.0,2014-07-18
tt2872718,nightcrawler,2014,117.0,"Crime,Drama,Thriller",7.9,404476,ORF,32400000.0,6300000.0,8500000.0,50334418.0,2014-10-31
tt2872732,lucy,2014,89.0,"Action,Sci-Fi,Thriller",6.4,403194,Uni.,126700000.0,336700000.0,40000000.0,457507776.0,2014-07-25
tt6142034,lucy,2016,40.0,Documentary,7.0,6,Uni.,126700000.0,336700000.0,40000000.0,457507776.0,2014-07-25
tt2873282,red sparrow,2018,140.0,"Action,Drama,Thriller",6.6,136738,Fox,46900000.0,104700000.0,69000000.0,145951861.0,2018-03-02
tt2911666,john wick,2014,101.0,"Action,Crime,Thriller",7.4,449942,LG/S,43000000.0,45700000.0,30000000.0,76235001.0,2014-10-24
tt2918436,the lazarus effect,2015,83.0,"Horror,Mystery,Sci-Fi",5.2,37675,Rela.,25800000.0,12600000.0,5000000.0,38359310.0,2015-02-27
tt2937898,a most violent year,2014,125.0,"Crime,Drama,Thriller",7.0,60165,A24,5700000.0,6300000.0,20000000.0,8846875.0,2014-12-31
tt2938956,the transporter refueled,2015,96.0,"Action,Adventure,Crime",5.2,36201,EC,16000000.0,56600000.0,22000000.0,69698495.0,2015-09-04
tt2948356,zootopia,2016,108.0,"Adventure,Animation,Comedy",8.0,383446,BV,341300000.0,682500000.0,150000000.0,1019429616.0,2016-03-04
tt2967224,hot pursuit,2015,87.0,"Action,Comedy,Crime",5.1,44723,WB (NL),34600000.0,17100000.0,35000000.0,45671512.0,2015-05-08
tt2974918,alvin and the chipmunks: the road chip,2015,92.0,"Adventure,Animation,Comedy",5.1,14507,Fox,85900000.0,148900000.0,90000000.0,249517956.0,2015-12-18
tt2975578,the purge: anarchy,2014,103.0,"Action,Horror,Sci-Fi",6.5,126203,Uni.,72000000.0,40000000.0,9000000.0,111534881.0,2014-07-18
tt2975590,batman v superman: dawn of justice,2016,151.0,"Action,Adventure,Fantasy",6.5,576909,WB,330400000.0,543300000.0,250000000.0,867500281.0,2016-03-25
tt2978462,dolphin tale 2,2014,107.0,"Drama,Family",6.4,7579,WB,42000000.0,15800000.0,36000000.0,57824533.0,2014-09-12
tt2980516,the theory of everything,2014,123.0,"Biography,Drama,Romance",7.7,361534,Focus,35900000.0,87800000.0,15000000.0,123327692.0,2014-11-07
tt2980648,the hundred-foot journey,2014,122.0,"Comedy,Drama",7.3,69562,BV,54200000.0,34600000.0,22000000.0,94270488.0,2014-08-08
tt3007512,the water diviner,2014,111.0,"Drama,History,War",7.1,66595,WB,4200000.0,34000000.0,22500000.0,31054727.0,2015-04-24
tt3014284,the lego ninjago movie,2017,101.0,"Action,Adventure,Animation",6.0,18926,WB,59300000.0,63800000.0,70000000.0,122737201.0,2017-09-22
